game_id,HomeTeam,AwayTeam,home_score,away_score,season,datetime,elo_home,elo_away
2017-12-02BrightonLiverpool,Brighton,Liverpool,1.0,5.0,2017/2018,2017-12-02,918.7412915831953,1051.4915221388853
2017-12-02ChelseaNewcastle,Chelsea,Newcastle,3.0,1.0,2017/2018,2017-12-02,1105.5017736343516,579.5069036361847
2017-12-02EvertonHuddersfield,Everton,Huddersfield,2.0,0.0,2017/2018,2017-12-02,767.0246771846716,554.6377554000562
2017-12-02LeicesterBurnley,Leicester,Burnley,1.0,0.0,2017/2018,2017-12-02,652.8223646675981,675.6370465158145
2017-12-02StokeSwansea,Stoke,Swansea,2.0,1.0,2017/2018,2017-12-02,527.5230785219803,640.5033518988013
2017-12-02WatfordTottenham,Watford,Tottenham,1.0,1.0,2017/2018,2017-12-02,612.8770096478963,1260.6207464824695
2017-12-02West BromCrystal Palace,West Brom,Crystal Palace,0.0,0.0,2017/2018,2017-12-02,612.4800178100085,521.0716315074071
2017-12-03BournemouthSouthampton,Bournemouth,Southampton,1.0,1.0,2017/2018,2017-12-03,667.5288988952361,655.6611947516349
2017-12-03Man CityWest Ham,Man City,West Ham,2.0,1.0,2017/2018,2017-12-03,1375.821723188618,486.482822586785
2017-12-09BurnleyWatford,Burnley,Watford,1.0,0.0,2017/2018,2017-12-09,679.2315546776654,613.993752415172
2017-12-09Crystal PalaceBournemouth,Crystal Palace,Bournemouth,2.0,2.0,2017/2018,2017-12-09,515.9048138926601,668.3855132885586
2017-12-09HuddersfieldBrighton,Huddersfield,Brighton,2.0,0.0,2017/2018,2017-12-09,555.1035601823233,918.5777762001017
2017-12-09NewcastleLeicester,Newcastle,Leicester,2.0,3.0,2017/2018,2017-12-09,587.6110011533224,667.0732021378294
2017-12-09SwanseaWest Brom,Swansea,West Brom,1.0,0.0,2017/2018,2017-12-09,644.2150404591608,610.2554086751218
2017-12-09TottenhamStoke,Tottenham,Stoke,5.0,1.0,2017/2018,2017-12-09,1261.1765693656112,520.8519971355847
2017-12-09West HamChelsea,West Ham,Chelsea,1.0,0.0,2017/2018,2017-12-09,497.71575311074184,1100.8500374074483
2017-12-10LiverpoolEverton,Liverpool,Everton,1.0,1.0,2017/2018,2017-12-10,1040.4926638250029,761.306057360443
2017-12-10Man UnitedMan City,Man United,Man City,1.0,2.0,2017/2018,2017-12-10,1064.9790063232429,1387.2009474615531
2017-12-10SouthamptonArsenal,Southampton,Arsenal,1.0,1.0,2017/2018,2017-12-10,650.8364750491723,1011.3930344745481
2017-12-12BurnleyStoke,Burnley,Stoke,1.0,0.0,2017/2018,2017-12-12,682.8802143854805,513.8433398324026
2017-12-12Crystal PalaceWatford,Crystal Palace,Watford,2.0,1.0,2017/2018,2017-12-12,515.6243298898063,610.9792140185307
2017-12-12HuddersfieldChelsea,Huddersfield,Chelsea,1.0,3.0,2017/2018,2017-12-12,555.5372406997831,1095.4007805177268
2017-12-13LiverpoolWest Brom,Liverpool,West Brom,0.0,0.0,2017/2018,2017-12-13,1038.6869876038934,610.527149908447
2017-12-13Man UnitedBournemouth,Man United,Bournemouth,1.0,0.0,2017/2018,2017-12-13,1068.6383779176465,669.2906093613037
2017-12-13NewcastleEverton,Newcastle,Everton,0.0,1.0,2017/2018,2017-12-13,567.3528135556793,761.2883580113023
2017-12-13SouthamptonLeicester,Southampton,Leicester,1.0,4.0,2017/2018,2017-12-13,649.892168276458,667.2436747262611
2017-12-13SwanseaMan City,Swansea,Man City,0.0,4.0,2017/2018,2017-12-13,626.5519310112351,1412.8931598280178
2017-12-13TottenhamBrighton,Tottenham,Brighton,2.0,0.0,2017/2018,2017-12-13,1247.95139354839,918.4245974864796
2017-12-13West HamArsenal,West Ham,Arsenal,0.0,0.0,2017/2018,2017-12-13,492.2016499295045,1008.3498466825288
2017-12-16ArsenalNewcastle,Arsenal,Newcastle,1.0,0.0,2017/2018,2017-12-16,1007.5358579442757,572.4093462036863
2017-12-16BrightonBurnley,Brighton,Burnley,0.0,0.0,2017/2018,2017-12-16,925.813067632648,676.9273398477583
2017-12-16ChelseaSouthampton,Chelsea,Southampton,1.0,0.0,2017/2018,2017-12-16,1106.0805534649478,645.8976047600389
2017-12-16LeicesterCrystal Palace,Leicester,Crystal Palace,0.0,3.0,2017/2018,2017-12-16,646.0369039713547,548.2637712027898
2017-12-16Man CityTottenham,Man City,Tottenham,4.0,1.0,2017/2018,2017-12-16,1427.0633085698923,1242.0805819438835
2017-12-16StokeWest Ham,Stoke,West Ham,0.0,3.0,2017/2018,2017-12-16,494.87061866449676,517.5145715223281
2017-12-16WatfordHuddersfield,Watford,Huddersfield,1.0,4.0,2017/2018,2017-12-16,596.398985085033,553.938429707396
2017-12-17BournemouthLiverpool,Bournemouth,Liverpool,0.0,4.0,2017/2018,2017-12-17,658.0385500068901,1052.6115291217923
2017-12-17West BromMan United,West Brom,Man United,1.0,2.0,2017/2018,2017-12-17,606.6963339501385,1058.8057794468755
2017-12-18EvertonSwansea,Everton,Swansea,3.0,1.0,2017/2018,2017-12-18,756.8795976043679,625.5510700124248
2017-12-22ArsenalLiverpool,Arsenal,Liverpool,3.0,3.0,2017/2018,2017-12-22,1013.4303416138557,1054.0832367623398
2017-12-23BrightonWatford,Brighton,Watford,1.0,0.0,2017/2018,2017-12-23,926.4099035066209,583.5682284695882
2017-12-23BurnleyTottenham,Burnley,Tottenham,0.0,3.0,2017/2018,2017-12-23,682.9392550634391,1245.031545205576
